"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"gy-evac.nlogo"
"car_share3"
"11/25/2024 19:41:16:142 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","terminate-evac-distance-km","initial-people","max-walking-distance-km","warning-interval-time-mins","evacuation-probability","tick-time-in-mins","over-break-probability","[step]","ticks","get-no-active-cars","get-no-walking","get-no-evacuating","get-no-evacuated","get-no-in-cars","get-avg-no-people-per-car"
"1","0.3","15000","1","30","0.3","0.3","0.06","0","0","0","0","0","0","0","0"
"1","0.3","15000","1","30","0.3","0.3","0.06","1","1","1580","451","4427","7","3976","2.5164556962025317"
"1","0.3","15000","1","30","0.3","0.3","0.06","2","2","1580","442","4418","16","3976","2.5164556962025317"
"1","0.3","15000","1","30","0.3","0.3","0.06","3","3","1580","432","4408","26","3976","2.5164556962025317"
"1","0.3","15000","1","30","0.3","0.3","0.06","4","4","1580","428","4404","30","3976","2.5164556962025317"
"1","0.3","15000","1","30","0.3","0.3","0.06","5","5","1580","428","4404","30","3976","2.5164556962025317"
"1","0.3","15000","1","30","0.3","0.3","0.06","6","6","1580","418","4394","40","3976","2.5164556962025317"
"1","0.3","15000","1","30","0.3","0.3","0.06","7","7","1580","405","4381","53","3976","2.5164556962025317"
"1","0.3","15000","1","30","0.3","0.3","0.06","8","8","1580","405","4381","53","3976","2.5164556962025317"
"1","0.3","15000","1","30","0.3","0.3","0.06","9","9","1579","405","4378","56","3973","2.5161494616846105"
"1","0.3","15000","1","30","0.3","0.3","0.06","10","10","1578","390","4360","74","3970","2.5158428390367553"
"1","0.3","15000","1","30","0.3","0.3","0.06","11","11","1578","365","4335","99","3970","2.5158428390367553"
"1","0.3","15000","1","30","0.3","0.3","0.06","12","12","1576","339","4305","129","3966","2.516497461928934"
"1","0.3","15000","1","30","0.3","0.3","0.06","13","13","1576","324","4290","144","3966","2.516497461928934"
"1","0.3","15000","1","30","0.3","0.3","0.06","14","14","1575","315","4278","156","3963","2.5161904761904763"
"1","0.3","15000","1","30","0.3","0.3","0.06","15","15","1575","315","4278","156","3963","2.5161904761904763"
"1","0.3","15000","1","30","0.3","0.3","0.06","16","16","1575","298","4261","173","3963","2.5161904761904763"
"1","0.3","15000","1","30","0.3","0.3","0.06","17","17","1575","283","4246","188","3963","2.5161904761904763"
"1","0.3","15000","1","30","0.3","0.3","0.06","18","18","1575","267","4230","204","3963","2.5161904761904763"
"1","0.3","15000","1","30","0.3","0.3","0.06","19","19","1572","243","4201","233","3958","2.517811704834606"
"1","0.3","15000","1","30","0.3","0.3","0.06","20","20","1572","208","4166","268","3958","2.517811704834606"
"1","0.3","15000","1","30","0.3","0.3","0.06","21","21","1569","207","4156","278","3949","2.5168897386870617"
"1","0.3","15000","1","30","0.3","0.3","0.06","22","22","1567","161","4106","328","3945","2.517549457562221"
"1","0.3","15000","1","30","0.3","0.3","0.06","23","23","1563","154","4088","346","3934","2.5169545745361486"
"1","0.3","15000","1","30","0.3","0.3","0.06","24","24","1561","124","4052","382","3928","2.5163356822549647"
"1","0.3","15000","1","30","0.3","0.3","0.06","25","25","1560","107","4034","400","3927","2.5173076923076922"
"1","0.3","15000","1","30","0.3","0.3","0.06","26","26","1558","72","3995","439","3923","2.517971758664955"
"1","0.3","15000","1","30","0.3","0.3","0.06","27","27","1555","28","3942","492","3914","2.517041800643087"
"1","0.3","15000","1","30","0.3","0.3","0.06","28","28","1553","0","3908","526","3908","2.5164198325820992"
"1","0.3","15000","1","30","0.3","0.3","0.06","29","29","1552","0","3905","529","3905","2.5161082474226806"
"1","0.3","15000","1","30","0.3","0.3","0.06","30","30","1552","0","3905","529","3905","2.5161082474226806"
"1","0.3","15000","1","30","0.3","0.3","0.06","31","31","1549","0","3897","537","3897","2.5158166559070367"
"1","0.3","15000","1","30","0.3","0.3","0.06","32","32","1547","0","3893","541","3893","2.5164835164835164"
"1","0.3","15000","1","30","0.3","0.3","0.06","33","33","1546","0","3892","542","3892","2.5174644243208277"
"1","0.3","15000","1","30","0.3","0.3","0.06","34","34","1540","0","3876","558","3876","2.516883116883117"
"1","0.3","15000","1","30","0.3","0.3","0.06","35","35","1538","0","3871","563","3871","2.5169050715214563"
"1","0.3","15000","1","30","0.3","0.3","0.06","36","36","1538","0","3871","563","3871","2.5169050715214563"
"1","0.3","15000","1","30","0.3","0.3","0.06","37","37","1537","0","3868","566","3868","2.516590761223162"
"1","0.3","15000","1","30","0.3","0.3","0.06","38","38","1537","0","3868","566","3868","2.516590761223162"
"1","0.3","15000","1","30","0.3","0.3","0.06","39","39","1537","0","3868","566","3868","2.516590761223162"
"1","0.3","15000","1","30","0.3","0.3","0.06","40","40","1536","0","3866","568","3866","2.5169270833333335"
"1","0.3","15000","1","30","0.3","0.3","0.06","41","41","1534","0","3860","574","3860","2.516297262059974"
"1","0.3","15000","1","30","0.3","0.3","0.06","42","42","1532","0","3857","577","3857","2.5176240208877285"
"1","0.3","15000","1","30","0.3","0.3","0.06","43","43","1531","0","3855","579","3855","2.5179621162638797"
"1","0.3","15000","1","30","0.3","0.3","0.06","44","44","1528","0","3847","587","3847","2.517670157068063"
"1","0.3","15000","1","30","0.3","0.3","0.06","45","45","1527","0","3844","590","3844","2.5173542894564505"
"1","0.3","15000","1","30","0.3","0.3","0.06","46","46","1525","0","3838","596","3838","2.51672131147541"
"1","0.3","15000","1","30","0.3","0.3","0.06","47","47","1523","0","3834","600","3834","2.5173998686802364"
"1","0.3","15000","1","30","0.3","0.3","0.06","48","48","1522","0","3831","603","3831","2.5170827858081473"
"1","0.3","15000","1","30","0.3","0.3","0.06","49","49","1517","0","3819","615","3819","2.5174686882003954"
"1","0.3","15000","1","30","0.3","0.3","0.06","50","50","1516","0","3816","618","3816","2.5171503957783643"
"1","0.3","15000","1","30","0.3","0.3","0.06","51","51","1511","0","3802","632","3802","2.516214427531436"
"1","0.3","15000","1","30","0.3","0.3","0.06","52","52","1507","0","3794","640","3794","2.517584605175846"
"1","0.3","15000","1","30","0.3","0.3","0.06","53","53","1504","0","3787","647","3787","2.5179521276595747"
"1","0.3","15000","1","30","0.3","0.3","0.06","54","54","1504","0","3787","647","3787","2.5179521276595747"
"1","0.3","15000","1","30","0.3","0.3","0.06","55","55","1499","0","3772","662","3772","2.5163442294863243"
"1","0.3","15000","1","30","0.3","0.3","0.06","56","56","1498","0","3769","665","3769","2.5160213618157545"
"1","0.3","15000","1","30","0.3","0.3","0.06","57","57","1496","0","3765","669","3765","2.516711229946524"
"1","0.3","15000","1","30","0.3","0.3","0.06","58","58","1494","0","3759","675","3759","2.5160642570281126"
"1","0.3","15000","1","30","0.3","0.3","0.06","59","59","1490","0","3748","686","3748","2.5154362416107383"
"1","0.3","15000","1","30","0.3","0.3","0.06","60","60","1489","0","3745","689","3745","2.5151108126259234"
"1","0.3","15000","1","30","0.3","0.3","0.06","61","61","1487","0","3742","692","3742","2.5164761264290516"
"1","0.3","15000","1","30","0.3","0.3","0.06","62","62","1485","0","3736","698","3736","2.5158249158249157"
"1","0.3","15000","1","30","0.3","0.3","0.06","63","63","1482","0","3728","706","3728","2.5155195681511473"
"1","0.3","15000","1","30","0.3","0.3","0.06","64","64","1478","0","3720","714","3720","2.516914749661705"
"1","0.3","15000","1","30","0.3","0.3","0.06","65","65","1476","0","3714","720","3714","2.516260162601626"
"1","0.3","15000","1","30","0.3","0.3","0.06","66","66","1475","0","3711","723","3711","2.5159322033898306"
"1","0.3","15000","1","30","0.3","0.3","0.06","67","67","1474","0","3708","726","3708","2.5156037991858886"
"1","0.3","15000","1","30","0.3","0.3","0.06","68","68","1474","0","3708","726","3708","2.5156037991858886"
"1","0.3","15000","1","30","0.3","0.3","0.06","69","69","1472","0","3704","730","3704","2.516304347826087"
