car_id,passengers,ideal_time,actual_time
12395,1,5.159999999999999,2258
4430,1,10.090000000000003,2374
6731,2,5.474999999999999,2478
20299,1,4.18,2410
2458,1,7.5249999999999995,2684
6670,1,7.377499999999999,2591
15952,1,2.6950000000000003,2428
15628,1,4.887499999999998,2344
9946,1,3.1325000000000003,2661
12066,1,9.352500000000001,2472
981,1,4.884999999999999,2714
23232,1,6.387499999999998,2735
23560,1,2.5925000000000002,2535
26591,1,3.9724999999999993,2649
19332,2,3.75,2651
20634,1,10.370000000000003,2659
10439,1,3.5474999999999994,2761
29564,1,2.3100000000000005,2674
5409,2,3.852499999999999,2674
4629,1,2.8025,2688
30233,1,2.6950000000000003,2508
21087,2,5.2299999999999995,2814
3918,1,12.287499999999998,2922
30244,1,2.7300000000000004,2834
6509,1,3.7675,2635
6205,1,3.6499999999999995,2839
17109,1,4.124999999999999,2844
438,1,3.999999999999999,2849
19717,1,4.409999999999999,2563
4595,1,6.6499999999999995,2483
15210,1,4.1975,2813
9170,1,5.037499999999999,2835
2570,1,6.687499999999998,2936
31068,1,8.1025,2639
27722,1,6.1099999999999985,2948
22911,1,1.44,1751
1710,1,2.925,2967
16449,1,8.7225,2695
15979,1,5.007499999999999,2900
29199,1,5.2275,2920
512,1,3.4699999999999998,2923
15494,1,3.365,3029
19949,1,3.585,2767
8761,1,3.54,2988
7699,1,3.54,3101
1108,1,8.25,2809
28325,1,5.599999999999999,3115
30228,1,1.355,2918
199,1,5.159999999999999,2833
4870,2,5.912499999999999,3143
20642,1,5.599999999999999,3152
14895,1,3.045,3154
11859,1,4.6324999999999985,3287
7116,1,6.317500000000001,3298
18149,1,5.727499999999998,3209
17534,1,6.762499999999998,3315
24234,1,5.282499999999999,3227
17425,1,3.2874999999999996,2838
16793,1,4.4425,3155
10922,1,5.024999999999999,3191
8303,1,7.017500000000002,3403
12816,1,5.434999999999999,3417
7476,1,3.5575,2126
25567,1,7.514999999999999,3332
29494,1,8.852500000000001,2942
18019,1,5.399999999999999,3262
31332,1,2.6674999999999995,2966
21007,1,3.0024999999999995,3240
12087,1,5.752499999999999,3158
4356,2,1.355,3160
1011,1,3.92,3365
11167,1,2.705,3076
29474,1,12.232142857142856,3577
9985,1,3.6499999999999995,3386
4572,1,3.1325000000000003,3397
1618,1,4.942499999999997,3505
20729,1,2.6050000000000004,3310
19298,1,2.8075,3413
32178,1,8.11,3250
28781,1,7.5249999999999995,3565
21122,1,3.6899999999999995,3485
30661,1,6.5225,3601
9105,1,8.725,3307
14116,1,5.912499999999999,3511
3077,1,2.5875000000000004,3522
6748,1,6.114999999999999,3658
20401,1,1.515,3275
28062,1,10.934999999999999,3797
2995,1,2.925,3506
7786,1,7.377499999999999,3613
5101,1,4.884999999999999,3615
12769,1,6.092499999999999,3727
10121,1,7.049999999999998,3735
30901,1,4.732499999999999,3738
26459,1,4.4575,3661
26441,2,8.475,3770
16585,2,6.1099999999999985,3673
27941,1,2.7299999999999995,3683
18554,1,5.759999999999999,3691
30279,1,1.3775,2195
11713,1,7.5325,3199
11179,1,11.424999999999997,3942
24510,1,3.0599999999999996,3745
9129,1,8.597500000000002,3880
27927,1,3.8225,3687
23980,1,3.75,3799
16804,1,2.8674999999999997,3701
15697,1,4.654999999999999,3704
21063,1,7.559999999999998,3912
29407,1,10.410000000000004,3329
10170,1,4.6125,3733
16328,1,2.8875,3838
17451,2,6.737500000000001,4039
21049,1,10.107499999999998,4058
20709,1,4.29,3875
9153,2,4.409999999999999,3380
6769,1,3.9524999999999997,3882
31273,1,3.852499999999999,3803
4001,1,3.045,3811
14801,1,3.5474999999999994,3812
31984,1,4.849999999999999,3812
28531,1,6.684999999999999,3925
11038,1,8.597500000000002,3949
26241,1,5.509999999999999,4060
19007,2,8.184999999999999,4176
145,1,4.279999999999999,3399
11940,1,4.849999999999999,3910
11769,3,6.0424999999999995,4125
17778,1,2.5300000000000002,4034
23396,1,6.1099999999999985,3935
8723,1,1.3624999999999998,3551
32364,1,4.714999999999997,4054
13346,1,5.914999999999999,3974
27023,1,6.267499999999999,4086
3082,1,4.62,4195
22748,1,3.0599999999999996,4000
30415,1,4.929999999999999,4205
7043,1,8.519999999999998,4311
7718,1,5.912499999999999,4014
24488,1,8.725,3517
24738,1,2.3525,3824
5061,1,8.25,3547
32170,1,3.5474999999999994,3956
11657,1,9.2425,4392
8127,1,14.034642857142854,4404
9727,1,5.434999999999999,4004
26239,1,5.2524999999999995,4011
10209,1,6.294999999999999,4238
7541,1,6.249999999999999,4147
7161,1,8.5425,3668
27774,1,8.67,4474
4449,1,2.1799999999999997,2487
19458,1,4.4025,3706
17287,2,5.324999999999998,4110
13596,1,4.2025,4322
31743,1,6.22,4427
11836,1,4.732499999999999,4035
21539,1,4.887499999999998,3648
15995,1,8.25,3664
30184,1,4.3325,4267
14415,1,5.2275,4271
19566,2,6.765,4396
26682,1,5.727499999999998,4396
5329,1,6.267499999999999,4305
15731,1,8.75,4606
7292,1,3.4524999999999997,4309
13399,1,2.5625,4016
7442,1,6.307500000000001,4633
2864,1,3.92,4134
28456,1,6.249999999999999,4235
4378,1,3.925,3737
23668,1,6.214999999999997,4249
29223,1,4.6324999999999985,4667
20230,1,8.790000000000001,4205
19390,1,4.2725,4309
12369,1,4.765,3619
19190,1,1.7075,3539
28813,1,8.7225,3943
3411,1,8.790000000000001,4365
31258,1,5.249999999999998,4376
13980,1,10.71,4806
6003,1,6.994999999999998,4711
31283,1,5.2299999999999995,4313
7303,1,4.419999999999999,4523
14327,1,3.9875,4636
1125,2,6.765,4642
26551,1,4.844999999999999,4369
6316,1,4.419999999999999,4479
442,2,9.175000000000002,4582
21532,1,7.049999999999998,4689
20011,1,6.1099999999999985,4498
22510,1,4.1975,4314
32257,1,6.22,4718
1637,1,8.475,4720
8385,1,5.3824999999999985,4424
23387,1,9.05,4947
12732,2,2.8075,4454
29158,1,6.294999999999999,4757
19638,1,1.7974999999999999,4460
18231,1,5.9224999999999985,4567
24010,1,3.3950000000000005,3871
32242,1,4.714999999999997,4683
27257,1,8.25,3887
7351,1,3.6550000000000002,4491
30755,1,6.169999999999999,4599
8694,1,5.7749999999999995,4800
21291,2,7.650000000000002,5102
3237,1,5.397499999999998,4938
22867,1,3.7874999999999996,4646
10099,1,5.542499999999999,4657
23215,1,4.387499999999999,4674
8554,1,2.12,4618
14349,1,5.509999999999999,4528
9473,1,3.1050000000000004,4635
3580,1,1.585,4241
27222,1,7.377499999999999,4861
13630,1,6.0649999999999995,4688
1,1,11.894999999999998,5306
25092,1,1.93,4517
10011,1,4.409999999999999,4226
11774,1,3.852499999999999,4430
21696,1,10.989999999999998,5331
2595,2,6.974999999999999,4932
12712,1,8.1025,4040
17864,1,2.925,4846
8338,1,5.9224999999999985,4463
11651,1,5.527499999999999,4671
3940,1,6.1099999999999985,4873
7792,1,5.7025,4985
20758,1,6.307500000000001,5392
10070,1,8.5425,4303
9477,1,7.377499999999999,5004
31268,1,6.092499999999999,5025
3760,1,3.3850000000000007,4838
23001,1,3.6899999999999995,4679
13057,1,5.9224999999999985,5111
29268,1,4.519999999999999,4913
19845,1,3.995,4813
20111,1,8.475,5219
27036,1,4.942499999999997,4937
1151,1,4.124999999999999,4639
5030,1,10.989999999999998,5562
10206,1,6.029999999999999,5264
25982,1,5.759999999999999,4797
27763,1,6.1099999999999985,5016
9376,1,7.377499999999999,5329
27859,1,8.41,4543
13642,1,4.62,5470
5609,1,3.0425000000000004,4876
22754,1,4.1,4885
4022,1,4.3325,5096
3363,1,6.607499999999999,5359
8300,1,3.6499999999999995,4885
26068,1,6.974999999999999,5102
7654,1,5.2299999999999995,4814
25326,1,4.542499999999999,5024
29185,1,5.22,5259
15779,1,5.474999999999999,5373
1053,1,11.465,4775
12996,1,2.4850000000000003,5100
23277,1,2.3100000000000005,5207
13949,1,4.419999999999999,4911
26313,1,4.8275,5595
9047,1,7.207499999999999,5940
7503,1,5.834999999999998,5362
4260,1,5.9224999999999985,5563
32563,1,4.519999999999999,5276
216,1,9.34,6083
18066,1,2.3525,4984
32058,1,5.324999999999998,5298
16169,1,8.250000000000002,6102
24124,1,3.0425000000000004,4707
32098,1,6.1099999999999985,5230
23808,2,5.037499999999999,5543
14386,1,8.179999999999998,6055
26405,1,6.294999999999999,5389
31457,1,2.5925000000000002,5028
11924,1,5.6225,5791
26892,1,4.654999999999999,5793
12431,1,4.852499999999997,5198
31182,1,12.439999999999998,6373
27454,1,5.434999999999999,5175
6609,2,12.232142857142856,6284
14111,1,2.5625,5315
26275,1,5.532499999999998,6053
26502,1,9.27,6456
6426,1,3.6224999999999996,5888
27388,1,6.469999999999998,6241
4274,1,6.387499999999998,6183
16515,1,10.649999999999999,6539
26645,1,3.045,5945
2780,1,3.4699999999999998,5859
12309,1,4.4725,5560
26124,1,5.249999999999998,5374
23640,1,4.052499999999999,5514
24343,1,6.0649999999999995,5643
32385,1,2.49,6047
16362,1,7.559999999999998,5992
29617,1,5.512499999999998,5931
19747,1,4.8275,4733
24390,1,4.622499999999999,5965
20627,1,7.049999999999998,6213
13344,1,6.459999999999998,6515
20557,1,6.862499999999998,6973
1218,1,4.555,6289
10993,1,5.512499999999998,5408
28055,1,5.324999999999998,5723
4753,1,2.79,5734
22422,1,7.547500000000001,7138
3550,1,4.942499999999997,6303
4113,1,8.41,5620
28289,1,6.469999999999998,6938
6033,1,3.5474999999999994,6638
8068,1,8.157499999999999,7142
9173,1,13.544642857142854,7166
25592,1,8.565000000000001,7280
17258,1,9.175000000000002,6496
31309,1,7.5249999999999995,6433
7690,1,4.849999999999999,4635
29089,1,8.800000000000002,7339
2632,1,6.387499999999998,6068
15706,1,14.567142857142855,7383
25931,1,3.6949999999999994,5983
25789,1,3.8225,5905
435,1,10.035000000000004,5441
28354,1,3.7725,5755
20853,2,14.177142857142854,7369
25703,1,4.172499999999999,6881
7372,1,3.4674999999999994,6903
3435,1,6.819999999999999,5205
6152,1,6.267499999999999,7113
25553,1,6.1099999999999985,6118
28947,1,8.367499999999998,7422
15597,1,3.045,6741
19455,1,5.382499999999999,6649
1986,1,3.1949999999999994,5954
7415,1,4.405,7164
503,1,3.92,6368
5791,1,7.297500000000001,7486
18925,1,6.1099999999999985,6500
6574,1,6.974999999999999,7101
2157,1,3.0024999999999995,6917
21705,1,8.790000000000001,7519
1376,1,6.974999999999999,6727
22229,1,8.597500000000002,6932
26518,1,3.2325,5732
5207,1,3.539999999999999,6037
5236,1,4.852499999999997,6147
15097,1,12.439999999999998,7659
32610,1,4.849999999999999,6065
8858,1,4.659999999999999,6767
23829,1,3.5474999999999994,6267
7201,2,7.5924999999999985,7571
29467,1,9.995000000000003,7573
30032,1,2.4725,6582
12541,1,3.0600000000000005,5692
32387,1,4.1875,5505
5923,1,3.6224999999999996,6911
19274,1,2.8025,5411
9344,1,4.1625,7016
20804,1,9.4425,7720
1896,1,6.5225,6332
4534,1,6.765,7039
14685,1,5.3824999999999985,6240
18537,1,8.9825,7661
21457,1,2.3925,6787
1398,1,3.38,7021
3030,1,5.2299999999999995,6339
5658,1,7.297500000000001,7640
3217,1,6.87,6940
1031,1,5.912499999999999,6243
11970,1,2.8875,7146
25830,1,9.132500000000002,7848
4404,1,11.174999999999997,7756
28006,1,7.377499999999999,7361
23506,1,6.87,7564
21486,1,14.284642857142854,7769
32691,1,1.9825,7179
13100,1,5.452499999999999,7287
10930,1,2.3100000000000005,7105
5559,1,5.234999999999999,7408
10680,1,12.334999999999997,7915
31067,1,10.265,7847
20582,1,12.287499999999998,7886
17746,1,1.585,6200
14911,1,5.234999999999999,7415
2998,1,2.9225000000000003,7215
610,1,5.5125,7818
10469,1,3.6425,5823
12327,1,12.334999999999997,7840
29937,1,7.7425000000000015,7945
12670,1,2.8075,7045
6773,1,3.7399999999999993,7250
15490,1,7.275000000000002,7961
29266,1,5.234999999999999,7867
9834,1,14.687142857142854,7972
1843,1,8.28,7984
23600,1,4.777499999999999,6899
1623,1,9.295,8013
1524,1,9.795000000000002,7945
22327,1,6.010000000000001,8049
20032,1,6.737500000000001,8062
302,1,13.107499999999998,8075
20133,1,4.367500000000001,7684
26737,1,12.837499999999999,7988
28390,1,2.1475,7288
26907,1,11.599999999999998,8104
6681,1,14.817142857142855,8105
17189,1,3.7699999999999996,7215
25913,1,7.797500000000002,8031
7623,2,6.605,8139
21999,1,6.104999999999999,7753
18852,1,13.612142857142855,8054
16398,1,8.367499999999998,8056
27811,1,6.317500000000001,8180
2958,1,1.355,5986
30373,1,9.165,8090
30814,2,6.080000000000001,8204
21822,1,7.5950000000000015,8209
26501,1,2.9174999999999995,7418
9906,1,10.320000000000002,8131
15041,1,5.397499999999998,4239
7352,1,3.9724999999999993,7552
13564,1,7.285000000000002,8263
28890,1,8.250000000000002,8165
12627,1,10.934999999999999,8166
6249,1,2.5875000000000004,7081
18369,1,7.315000000000001,8186
6009,1,10.107499999999998,8197
24474,1,9.927499999999998,8299
22444,1,6.687499999999998,7809
8422,1,4.039999999999999,7417
860,1,9.165,8319
5623,1,8.9925,8326
25394,1,6.762499999999998,8128
19600,1,14.034642857142854,8229
6562,1,8.75,8334
12759,1,9.2425,8341
27233,1,7.547500000000001,8347
17009,1,6.317500000000001,8252
17528,1,3.9724999999999993,7452
10747,1,9.899999999999999,8262
24152,1,8.249999999999998,8076
457,1,5.862500000000001,8379
23299,1,1.8875,7280
11232,1,3.4674999999999994,7384
27967,1,6.762499999999998,7985
22964,1,13.617142857142856,8290
32386,1,9.4425,8208
23505,1,6.762499999999998,7811
6576,1,9.4425,8412
16532,1,9.06,8320
7872,1,14.462142857142855,8323
25903,1,8.184999999999999,8328
25452,1,9.125000000000002,8432
18922,1,7.542499999999999,8333
23493,2,8.202499999999999,8448
12841,1,8.184999999999999,8462
1490,1,8.519999999999998,8364
9823,1,9.805,8374
24847,1,6.8824999999999985,8184
6784,1,11.872499999999997,8485
1028,1,6.759999999999998,8187
16155,1,9.165,8491
18712,1,9.330000000000002,8494
8037,1,6.579999999999998,7496
7097,1,6.104999999999999,7797
27049,1,6.950000000000001,8510
30112,1,8.117499999999998,8111
23694,1,9.35,8419
443,1,8.537499999999998,8325
25401,1,2.7675,7328
6714,1,12.334999999999997,8430
24817,1,9.15,8431
14263,1,7.077499999999999,8140
16816,1,10.054999999999998,8442
11524,1,9.837499999999999,8447
5547,1,4.62,7547
17562,1,9.995000000000003,8349
22483,1,7.542499999999999,8352
18038,2,6.737500000000001,8352
8766,1,7.497500000000001,8569
16271,1,10.649999999999999,8076
18348,1,9.899999999999999,8177
31995,1,6.789999999999998,8077
24610,1,3.3899999999999997,7479
24683,1,8.9825,8485
18518,1,9.39,8489
23442,1,9.674999999999999,8389
22524,1,6.762499999999998,7890
29159,2,5.98,8393
15316,1,5.474999999999999,7505
9428,1,3.9724999999999993,7606
21055,1,9.2425,8414
5314,1,9.39,8423
30424,1,9.2575,8425
17978,1,7.292499999999999,8629
19321,1,5.474999999999999,7131
5808,1,7.547500000000001,8443
14341,1,9.837499999999999,8343
22207,1,7.547500000000001,8544
15384,1,14.154642857142855,8545
30292,1,14.482142857142856,8449
32298,1,3.54,7350
21942,1,13.899642857142855,8557
9292,1,8.67,8570
23739,1,8.9725,8172
21779,1,7.669999999999999,8476
5522,1,4.929999999999999,8282
26106,1,8.5875,8484
5477,1,8.272499999999999,8384
30017,1,8.692500000000003,8585
2344,1,12.232142857142856,8487
3310,1,9.652499999999998,8294
700,1,9.714999999999998,8597
7767,1,6.6275,8608
11537,1,11.874999999999996,8409
20485,2,8.790000000000001,8214
10384,1,9.34,8515
10949,1,11.432499999999997,8517
14090,1,11.652499999999996,8520
31077,1,11.874999999999996,8220
15784,1,13.442142857142855,8429
19153,1,7.4525000000000015,8534
9900,1,12.287499999999998,8637
32198,1,8.9825,8543
21251,1,10.649999999999999,8555
26921,1,8.367499999999998,8556
30612,1,8.519999999999998,8557
11748,1,8.75,8459
15748,1,8.67,8364
5967,1,7.017500000000002,8569
3994,1,13.612142857142855,8570
16819,1,8.537499999999998,8372
6874,1,14.482142857142856,8673
212,1,9.577499999999997,8174
31906,1,6.222500000000001,8576
3223,1,7.497500000000001,8488
27609,2,7.5950000000000015,8493
7835,1,5.840000000000001,8594
24189,1,7.315000000000001,8710
30554,1,8.75,8618
1316,1,9.647499999999999,8118
25952,1,14.462142857142855,8621
7819,1,6.31,7825
25174,1,6.762499999999998,7828
11595,1,11.432499999999997,8229
29928,1,7.542499999999999,8430
19242,1,6.737500000000001,8230
18723,1,7.547500000000001,8432
17969,1,11.652499999999996,8237
4968,1,5.7075000000000005,8438
28524,1,9.674999999999999,8443
4379,1,11.872499999999997,8443
23639,1,15.117142857142854,8545
7830,1,5.7975,8652
2772,1,5.862500000000001,8559
411,1,6.307500000000001,8664
9222,1,13.954642857142856,8666
194,1,7.077499999999999,8169
21812,1,14.177142857142854,8570
17790,1,8.67,8170
15806,1,2.6500000000000004,6979
32462,1,13.442142857142855,8680
12979,1,8.537499999999998,8280
3177,1,9.899999999999999,8383
13150,1,14.537142857142856,8685
8066,1,9.125000000000002,8689
27512,1,14.567142857142855,8792
26457,1,10.649999999999999,8103
31947,1,5.599999999999999,7703
30494,1,7.315000000000001,8710
8000,1,5.5125,8723
14309,1,6.31,7730
6752,1,10.107499999999998,8052
7605,1,10.71,8765
7846,1,14.687142857142854,8869
15230,1,8.297500000000001,8569
23903,1,8.249999999999998,8279
13857,1,6.862499999999998,8080
28522,1,6.6225,8784
13711,1,13.954642857142856,8684
3188,1,7.017500000000002,8808
23546,1,8.935,8308
31530,1,14.687142857142854,8714
16087,1,7.490000000000001,8818
12196,1,6.209999999999999,7727
6570,1,11.827142857142855,8731
1703,1,5.990000000000001,8833
4351,1,10.205000000000002,8835
32347,1,8.157499999999999,8443
26971,2,14.034642857142854,8746
24519,1,6.6275,8453
24748,1,8.6825,8053
14301,1,9.15,7754
17936,1,4.929999999999999,8456
7849,1,12.837499999999999,8769
16974,1,9.39,8574
8543,1,8.184999999999999,8675
7389,1,9.577499999999997,8289
30696,1,7.914999999999998,8390
8533,1,7.7425000000000015,8895
7135,1,13.107499999999998,7996
6458,1,7.572500000000002,8899
11532,1,6.605,8703
3593,1,8.800000000000002,8813
9265,1,10.649999999999999,8421
10593,1,7.512499999999998,8122
15125,1,7.547500000000001,8623
24140,1,8.800000000000002,8725
9803,1,8.672500000000003,8734
1982,1,8.6425,8238
20912,1,6.762499999999998,8042
27526,1,7.315000000000001,8843
6410,1,7.7425000000000015,8965
29386,1,8.7925,8765
19961,1,12.287499999999998,8275
8522,1,11.652499999999996,7778
592,1,6.4625,8880
3449,1,6.1475,8789
7629,1,9.647499999999999,7897
16526,1,14.462142857142855,8719
31792,1,5.862500000000001,8526
5251,1,8.7925,8232
609,1,8.67,8436
3484,1,12.497499999999997,8238
18075,1,7.017500000000002,8758
971,1,9.2425,8362
13684,1,13.797499999999998,8968
18967,1,5.862500000000001,8676
6308,1,12.497499999999997,8576
4834,1,8.537499999999998,8386
19856,1,8.184999999999999,8492
18258,1,14.272142857142855,8697
30117,1,5.37,7402
14892,1,6.6225,9013
17657,1,6.950000000000001,8817
31535,1,7.547500000000001,8923
29462,1,13.954642857142856,8927
9683,1,12.232142857142856,8732
32227,1,7.490000000000001,8741
31166,1,8.537499999999998,8151
8841,1,8.367499999999998,7855
14777,2,10.265,8958
25793,1,14.567142857142855,8966
16228,1,12.232142857142856,8971
17048,1,9.132500000000002,9076
570,1,9.125000000000002,8890
16615,1,9.330000000000002,8641
4917,1,6.010000000000001,8645
24353,1,10.387500000000001,9049
8031,1,13.942142857142855,8663
5881,1,7.497500000000001,8565
25945,1,7.989999999999998,8377
9258,1,9.2575,8279
14122,1,10.989999999999998,9090
32009,1,9.899999999999999,8594
24007,1,5.234999999999999,7419
19992,1,14.462142857142855,9135
30070,1,11.894999999999998,9041
27863,1,6.1475,8842
24593,1,9.132500000000002,8449
28803,1,11.894999999999998,8971
14602,1,6.4625,8272
22785,1,8.537499999999998,8300
17720,1,13.797499999999998,9105
8943,1,13.954642857142856,8018
29586,1,6.737500000000001,8833
6579,1,10.71,9042
7677,1,7.572500000000002,8771
2279,1,10.989999999999998,9093
24733,1,9.674999999999999,8893
29173,1,9.2425,8504
15116,1,6.180000000000001,8938
31885,1,6.737500000000001,9050
21259,1,5.234999999999999,9052
13509,1,6.845000000000001,8273
16937,1,6.762499999999998,7481
24425,1,12.837499999999999,9288
3741,1,6.6225,9490
20169,1,5.775,8396
23036,1,14.462142857142855,8599
7802,1,12.334999999999997,8838
437,1,14.154642857142855,9244
13133,1,8.927500000000004,8955
8003,1,6.180000000000001,9160
3126,1,13.942142857142855,9379
25254,1,14.272142857142855,9387
15258,1,14.817142857142855,9388
22666,1,5.862500000000001,9205
29041,1,7.017500000000002,9310
30718,1,6.6225,8910
8922,1,6.515,9511
28930,1,6.737500000000001,8917
1052,1,7.285000000000002,7718
12169,1,7.490000000000001,9125
9624,1,6.845000000000001,8931
12260,1,6.7175,6232
15193,1,6.307500000000001,8733
8405,1,14.687142857142854,8939
31126,1,7.7425000000000015,9344
16822,1,6.66,8744
9830,1,10.934999999999999,8845
25963,1,7.275000000000002,8850
31893,1,14.462142857142855,8351
11440,1,14.04,9354
21408,1,10.989999999999998,8255
23727,1,7.922500000000002,9457
14657,1,7.315000000000001,9060
31156,1,8.800000000000002,8161
706,1,10.265,9465
29910,1,13.549642857142855,8965
3991,1,11.827142857142855,9068
22963,1,13.549642857142855,7168
367,1,6.31,6868
713,1,6.387500000000001,9373
25367,1,6.317500000000001,8174
32575,1,11.894999999999998,8074
26506,1,15.107499999999998,9575
31533,1,14.629999999999999,9175
13318,1,8.184999999999999,8375
2522,1,6.272500000000001,7475
5555,1,13.612142857142855,7976
32053,1,6.732500000000001,9377
7190,1,11.907142857142855,8877
17700,1,5.5125,9679
6983,1,8.800000000000002,9479
