"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"gy-evac.nlogo"
"pop"
"11/24/2024 18:56:59:000 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","terminate-evac-distance-km","initial-people","max-walking-distance-km","warning-interval-time-mins","evacuation-probability","tick-time-in-mins","over-break-probability","[step]","ticks","get-no-active-cars","get-no-walking","get-no-evacuating","get-no-evacuated","get-no-in-cars","get-avg-no-people-per-car"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","0","0","0","0","0","0","0","0"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","1","1","1223","0","4413","14","4413","3.6083401471790677"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","2","2","1219","0","4399","28","4399","3.608695652173913"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","3","3","1216","0","4387","40","4387","3.6077302631578947"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","4","4","1214","0","4382","45","4382","3.6095551894563425"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","5","5","1210","0","4371","56","4371","3.612396694214876"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","6","6","1205","0","4352","75","4352","3.611618257261411"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","7","7","1203","0","4343","84","4343","3.6101413133832088"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","8","8","1202","0","4342","85","4342","3.612312811980033"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","9","9","1199","0","4328","99","4328","3.609674728940784"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","10","10","1195","0","4317","110","4317","3.61255230125523"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","11","11","1190","0","4295","132","4295","3.6092436974789917"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","12","12","1186","0","4283","144","4283","3.611298482293423"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","13","13","1183","0","4273","154","4273","3.6120033812341505"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","14","14","1182","0","4271","156","4271","3.6133671742808797"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","15","15","1178","0","4255","172","4255","3.6120543293718166"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","16","16","1178","0","4255","172","4255","3.6120543293718166"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","17","17","1177","0","4253","174","4253","3.613423959218352"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","18","18","1171","0","4230","197","4230","3.6122971818958156"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","19","19","1166","0","4219","208","4219","3.618353344768439"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","20","20","1164","0","4211","216","4211","3.6176975945017182"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","21","21","1162","0","4202","225","4202","3.6161790017211706"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","22","22","1153","0","4176","251","4176","3.621856027753686"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","23","23","1150","0","4161","266","4161","3.6182608695652174"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","24","24","1149","0","4157","270","4157","3.61792863359443"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","25","25","1147","0","4152","275","4152","3.6198779424585874"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","26","26","1147","0","4152","275","4152","3.6198779424585874"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","27","27","1146","0","4150","277","4150","3.6212914485165792"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","28","28","1140","0","4129","298","4129","3.6219298245614033"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","29","29","1137","0","4116","311","4116","3.620052770448549"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","30","30","1135","0","4112","315","4112","3.622907488986784"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","31","31","1130","0","4093","334","4093","3.6221238938053095"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","32","32","1130","0","4093","334","4093","3.6221238938053095"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","33","33","1129","0","4090","337","4090","3.6226749335695305"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","34","34","1128","0","4086","341","4086","3.622340425531915"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","35","35","1125","0","4073","354","4073","3.6204444444444444"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","36","36","1123","0","4066","361","4066","3.620658949243099"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","37","37","1123","0","4066","361","4066","3.620658949243099"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","38","38","1120","0","4053","374","4053","3.61875"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","39","39","1119","0","4048","379","4048","3.61751563896336"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","40","40","1119","0","4048","379","4048","3.61751563896336"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","41","41","1119","0","4048","379","4048","3.61751563896336"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","42","42","1117","0","4042","385","4042","3.6186213070725155"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","43","43","1115","0","4037","390","4037","3.620627802690583"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","44","44","1113","0","4030","397","4030","3.6208445642407905"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","45","45","1111","0","4020","407","4020","3.6183618361836185"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","46","46","1111","0","4020","407","4020","3.6183618361836185"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","47","47","1110","0","4015","412","4015","3.6171171171171173"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","48","48","1110","0","4015","412","4015","3.6171171171171173"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","49","49","1109","0","4013","414","4013","3.618575293056808"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","50","50","1106","0","4005","422","4005","3.621157323688969"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","51","51","1105","0","4003","424","4003","3.6226244343891403"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","52","52","1104","0","4001","426","4001","3.6240942028985508"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","53","53","1099","0","3978","449","3978","3.6196542311191995"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","54","54","1095","0","3964","463","3964","3.620091324200913"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","55","55","1092","0","3959","468","3959","3.6254578754578755"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","56","56","1089","0","3950","477","3950","3.6271808999081725"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","57","57","1087","0","3944","483","3944","3.6283348666053357"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","58","58","1085","0","3938","489","3938","3.6294930875576035"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","59","59","1084","0","3935","492","3935","3.6300738007380073"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","60","60","1083","0","3931","496","3931","3.6297322253000925"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","61","61","1080","0","3924","503","3924","3.6333333333333333"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","62","62","1079","0","3922","505","3922","3.6348470806302133"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","63","63","1078","0","3917","510","3917","3.6335807050092765"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","64","64","1074","0","3903","524","3903","3.6340782122905027"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","65","65","1073","0","3898","529","3898","3.6328052190121154"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","66","66","1073","0","3898","529","3898","3.6328052190121154"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","67","67","1071","0","3895","532","3895","3.6367880485527544"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","68","68","1067","0","3882","545","3882","3.6382380506091847"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","69","69","1065","0","3873","554","3873","3.636619718309859"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","70","70","1064","0","3871","556","3871","3.638157894736842"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","71","71","1063","0","3867","560","3867","3.6378174976481654"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","72","72","1062","0","3862","565","3862","3.6365348399246704"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","73","73","1058","0","3845","582","3845","3.6342155009451798"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","74","74","1057","0","3840","587","3840","3.632923368022706"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","75","75","1055","0","3833","594","3833","3.633175355450237"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","76","76","1053","0","3826","601","3826","3.633428300094967"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","77","77","1050","0","3811","616","3811","3.6295238095238096"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","78","78","1047","0","3801","626","3801","3.6303724928366763"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","79","79","1045","0","3793","634","3793","3.629665071770335"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","80","80","1045","0","3793","634","3793","3.629665071770335"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","81","81","1044","0","3788","639","3788","3.628352490421456"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","82","82","1043","0","3785","642","3785","3.62895493767977"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","83","83","1041","0","3775","652","3775","3.6263208453410183"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","84","84","1041","0","3775","652","3775","3.6263208453410183"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","85","85","1039","0","3769","658","3769","3.627526467757459"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","86","86","1035","0","3752","675","3752","3.6251207729468597"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","87","87","1031","0","3737","690","3737","3.6246362754607175"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","88","88","1028","0","3724","703","3724","3.622568093385214"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","89","89","1026","0","3717","710","3717","3.6228070175438596"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","90","90","1022","0","3705","722","3705","3.6252446183953033"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","91","91","1022","0","3705","722","3705","3.6252446183953033"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","92","92","1019","0","3694","733","3694","3.6251226692836114"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","93","93","1019","0","3694","733","3694","3.6251226692836114"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","94","94","1015","0","3679","748","3679","3.6246305418719214"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","95","95","1015","0","3679","748","3679","3.6246305418719214"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","96","96","1015","0","3679","748","3679","3.6246305418719214"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","97","97","1013","0","3671","756","3671","3.623889437314906"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","98","98","1013","0","3671","756","3671","3.623889437314906"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","99","99","1011","0","3665","762","3665","3.625123639960435"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","100","100","1010","0","3664","763","3664","3.627722772277228"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","101","101","1009","0","3663","764","3663","3.6303270564915757"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","102","102","1008","0","3658","769","3658","3.628968253968254"
"1","0.3","15000","0.3","30","0.3","0.25","0.06","103","103","1008","0","3658","769","3658","3.628968253968254"
