car_id,passengers,ideal_time,actual_time,start_tick,end_tick
5008,1,0.640625,0.6,0,1
12039,2,0.701875,0.6,0,1
14155,1,0.7675000000000003,0.6,0,1
26656,2,0.6743750000000001,0.6,0,1
482,2,0.8487500000000001,0.6,0,1
14014,2,0.7356250000000001,0.6,0,1
4347,1,0.785625,0.6,0,1
19338,1,0.6431250000000002,0.8999999999999999,0,2
8341,2,0.721875,0.8999999999999999,0,2
12912,1,0.7650000000000001,0.8999999999999999,0,2
8505,1,0.9943750000000002,0.8999999999999999,0,2
21197,1,0.8006250000000001,0.8999999999999999,0,2
25356,1,0.7650000000000001,0.8999999999999999,0,2
17201,1,0.763125,0.8999999999999999,0,2
6362,1,0.88875,0.8999999999999999,0,2
22546,1,0.7668750000000002,1.2,0,3
10304,1,0.8018750000000001,1.2,0,3
20175,2,0.9331250000000001,1.2,0,3
13130,1,0.795625,1.2,0,3
9636,3,1.0925,1.2,0,3
19253,1,0.6312500000000001,1.2,0,3
32571,1,0.7806250000000001,1.2,0,3
5628,2,0.80125,1.2,0,3
2869,2,0.8450000000000001,1.2,0,3
11222,1,0.6625000000000001,1.5,0,4
23759,1,0.6512500000000001,1.5,0,4
760,1,0.7506250000000001,1.5,0,4
24348,1,1.4237499999999998,1.5,0,4
7959,2,0.8850000000000002,1.5,0,4
7551,1,0.9556250000000002,1.5,0,4
2370,1,0.675625,1.5,0,4
21423,3,0.8931250000000002,1.7999999999999998,0,5
24831,1,1.0681250000000002,1.7999999999999998,0,5
27633,1,0.9800000000000001,1.7999999999999998,0,5
23681,1,0.675625,1.7999999999999998,0,5
15158,1,0.7806250000000001,1.7999999999999998,0,5
2461,1,0.8806250000000002,2.1,0,6
11754,1,0.8631250000000001,2.1,0,6
27686,1,0.6737500000000001,2.1,0,6
23274,1,1.403125,2.1,0,6
31017,1,1.0312500000000002,2.1,0,6
26657,2,0.7762500000000001,2.1,0,6
6213,2,0.8443750000000003,2.1,0,6
30747,1,0.8600000000000003,2.4,0,7
7226,1,1.4381249999999997,2.4,0,7
5381,1,1.221875,2.4,0,7
4255,3,0.8612500000000003,2.4,0,7
8605,1,1.0506250000000001,2.4,0,7
25713,1,1.3662499999999997,2.4,0,7
31318,1,2.1493750000000005,2.4,0,7
12536,1,0.7831250000000001,2.4,0,7
14320,2,0.7193750000000001,2.4,0,7
18545,1,0.80125,2.4,0,7
15299,1,0.8893750000000002,2.4,0,7
18132,1,0.8081250000000002,2.4,0,7
1905,1,1.65125,2.6999999999999997,0,8
27259,2,1.0918750000000002,2.6999999999999997,0,8
17358,2,1.0400000000000003,2.6999999999999997,0,8
26663,3,0.9431250000000001,2.6999999999999997,0,8
31132,1,0.8912500000000003,2.6999999999999997,0,8
6424,1,0.9287500000000004,3.0,0,9
8270,1,1.0899999999999999,3.0,0,9
318,1,1.13,3.0,0,9
10177,1,0.9418750000000002,3.0,0,9
27973,1,0.9375000000000002,3.0,0,9
6058,1,1.4399999999999997,3.0,0,9
13207,1,0.9800000000000001,3.0,0,9
2789,3,1.1487500000000002,3.3,0,10
29441,1,1.153125,3.3,0,10
10615,1,1.1025,3.3,0,10
12355,1,1.100625,3.3,0,10
16167,1,1.2899999999999998,3.3,0,10
31655,1,2.2937500000000006,3.3,0,10
17109,1,0.9106250000000001,3.3,0,10
25156,1,0.7668750000000001,3.3,0,10
25489,2,1.155,3.3,0,10
27421,1,0.9931250000000003,3.5999999999999996,0,11
18203,1,1.0400000000000003,3.5999999999999996,0,11
25070,2,2.015,3.5999999999999996,0,11
11228,1,1.0493750000000002,3.5999999999999996,0,11
26216,1,0.8450000000000001,3.5999999999999996,0,11
31574,1,2.180625,3.9,0,12
21537,2,1.070625,4.2,0,13
2433,2,1.5775,4.2,0,13
23910,2,1.9999999999999998,4.2,0,13
31345,2,1.10125,4.5,0,14
30977,2,1.2112499999999997,4.5,0,14
1523,1,1.1025,4.5,0,14
10122,1,1.3662499999999997,4.5,0,14
1765,1,1.5274999999999996,4.5,0,14
31175,1,0.9418750000000002,4.8,0,15
3116,3,2.0675,4.8,0,15
25248,1,0.8868750000000002,4.8,0,15
29064,1,1.1143750000000001,4.8,0,15
17382,2,0.9125000000000003,5.1,0,16
11011,1,1.2593749999999997,5.1,0,16
4069,1,0.9631250000000002,5.1,0,16
7763,2,1.3425,5.1,0,16
2882,1,0.9418750000000002,5.3999999999999995,0,17
5695,1,0.8668750000000001,5.3999999999999995,0,17
13005,1,1.1025,5.3999999999999995,0,17
19605,1,1.8899999999999995,5.3999999999999995,0,17
12560,2,1.5274999999999996,5.3999999999999995,0,17
31201,2,1.3131249999999999,5.7,0,18
1986,1,1.3631250000000001,5.7,0,18
18024,1,1.6975,5.7,0,18
26101,2,1.883125,5.7,0,18
23595,1,1.0100000000000002,6.0,0,19
20417,2,1.6112499999999996,6.0,0,19
30024,1,0.9731250000000002,6.0,0,19
22541,2,0.8675000000000002,6.0,0,19
14413,2,2.1975000000000002,6.0,0,19
28970,1,0.716875,6.0,0,19
31483,2,0.9125000000000003,6.3,0,20
23507,1,1.0968749999999998,6.3,0,20
12400,2,1.100625,6.3,0,20
12296,2,1.0431250000000003,6.3,0,20
23128,1,1.7624999999999995,6.3,0,20
23435,1,0.7612500000000001,6.3,0,20
10583,2,1.4587499999999998,6.6,0,21
15612,2,1.206875,6.6,0,21
17420,1,1.4781249999999997,6.6,0,21
6846,1,1.206875,6.6,0,21
15831,2,1.44375,6.8999999999999995,0,22
6030,1,1.155,6.8999999999999995,0,22
10736,3,1.1637499999999998,6.8999999999999995,0,22
17743,1,1.3687500000000001,6.8999999999999995,0,22
27147,1,0.84125,6.8999999999999995,0,22
10436,1,1.5737499999999998,6.8999999999999995,0,22
18061,2,2.4487500000000004,7.199999999999999,0,23
27769,1,1.3687500000000001,7.199999999999999,0,23
6535,1,1.5625,7.199999999999999,0,23
11815,1,1.118125,7.199999999999999,0,23
18983,1,1.5737499999999998,7.199999999999999,0,23
31965,1,1.155625,7.5,0,24
1877,1,2.2131250000000002,7.5,0,24
3180,2,2.025625,7.8,0,25
9190,1,1.5025000000000004,8.1,0,26
420,1,1.5968750000000003,8.1,0,26
3305,1,1.0562500000000001,8.1,0,26
13334,1,1.3312499999999998,8.1,0,26
27983,1,1.3631250000000001,8.1,0,26
32399,1,1.1581249999999998,8.4,0,27
13437,1,1.0681250000000002,8.4,0,27
30918,1,1.19125,8.4,0,27
27968,3,1.07,8.4,0,27
18664,1,1.8443749999999997,8.4,0,27
23919,2,1.5087500000000003,8.4,0,27
10448,1,2.7474999999999996,8.4,0,27
159,1,1.2768749999999998,8.7,0,28
7160,1,3.7768749999999995,9.0,0,29
17191,1,1.6174999999999997,9.0,0,29
5814,1,1.8981249999999998,9.0,0,29
25289,1,0.9968750000000003,9.0,0,29
12326,1,1.79625,9.299999999999999,0,30
22153,1,1.671875,9.299999999999999,0,30
6603,1,1.2125000000000001,9.299999999999999,0,30
6356,1,1.1356249999999999,9.6,0,31
9351,2,1.5525000000000002,9.6,0,31
22159,1,2.9681249999999997,9.6,0,31
21833,1,1.7624999999999995,9.6,0,31
31573,2,0.9968750000000003,9.6,0,31
7546,1,1.3074999999999999,9.6,0,31
2340,1,1.3456249999999998,9.9,0,32
16531,1,1.4318749999999996,9.9,0,32
13800,1,1.405625,9.9,0,32
4171,1,1.1143750000000001,9.9,0,32
520,1,1.715625,10.2,0,33
15580,2,1.67125,10.5,0,34
8041,1,1.645,10.5,0,34
14032,1,2.1025,10.5,0,34
25069,2,1.183125,10.5,0,34
119,2,1.3818749999999997,10.799999999999999,0,35
14605,2,1.3587499999999997,10.799999999999999,0,35
12680,1,1.4399999999999997,10.799999999999999,0,35
21418,1,2.0275,11.1,0,36
3209,2,1.5625,11.1,0,36
28204,2,0.8868750000000002,11.1,0,36
3188,1,1.2318749999999996,11.4,0,37
21384,2,1.5425,11.4,0,37
14203,1,1.690625,11.4,0,37
9240,2,1.5231249999999998,11.4,0,37
12854,1,1.013125,11.4,0,37
